time,seconds_elapsed,type,isConnected,isInternetReachable,isWifiEnabled,isConnectionExpensive,ssid,bssid,strength,ipAddress,frequency,cellularGeneration,carrier
1762790119646000000,30834.27000024414,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762790319730000000,31034.35399975586,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762790519928000000,31234.552,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762790720109000000,31434.733,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762790920363000000,31634.987,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762791120618000000,31835.24199975586,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762791320854000000,32035.47800024414,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762791521153000000,32235.777,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762791721289000000,32435.913,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762791921607000000,32636.231,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762792122002000000,32836.62599975586,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762792322295000000,33036.919,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762792522665000000,33237.289,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762792723017000000,33437.641,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762792923371000000,33637.995,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762793123739000000,33838.363,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762793324109000000,34038.733,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762793524415000000,34239.039,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762793724659000000,34439.283,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762793924873000000,34639.497,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762794125252000000,34839.876,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762794325636000000,35040.26,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762794526051000000,35240.675,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762794726267000000,35440.891,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762794926462000000,35641.08600024414,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762795126760000000,35841.384,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762795327084000000,36041.708,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762795527332000000,36241.956,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762795727494000000,36442.11800024414,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762795927711000000,36642.335,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762796127938000000,36842.56199975586,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762796328215000000,37042.839,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762796528467000000,37243.091,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762796728730000000,37443.35399975586,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762796929004000000,37643.628,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762797129264000000,37843.888,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762797329551000000,38044.175,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762797529801000000,38244.425,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762797730068000000,38444.692,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762797930452000000,38645.076,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762798130850000000,38845.47399975586,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762798331104000000,39045.728,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762798531340000000,39245.964,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762798731569000000,39446.193,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
1762798837618000000,39552.24199975586,wifi,True,True,,False,HomeNetwork_5G,81:60:c8:59:c2:db,,192.168.64.66,,,
