time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1762771286996803800,12001.620803955078,63.930802796036005,1.1253953274341513,180.0,41.90366656437564,16.340802643448114,2.2655682308111644,9.808789423490603,7.432456107897854,12.479262865056304,0.0
1762771296998390500,12011.622390625,63.930802796036005,1.2750638755635149,180.0,41.903667442921,16.340802643448114,2.2655682308111644,9.278910324713824,7.566144546201525,12.47926391977996,0.0
1762771306999195000,12021.623194824218,63.930802796036005,0.9131398714707756,180.0,41.90366679162586,16.340802643448114,2.2655682308111644,9.794110583734524,8.074146785288091,12.479263142084951,0.0
1762771316999589000,12031.623589111328,63.930802796036005,1.18594220733881,180.0,41.90366604193815,16.340802643448114,2.2655682308111644,10.231006929580971,8.682438045437014,12.479262246901843,0.0
1762771326999770600,12041.623770507813,63.930802796036005,1.272126062244349,180.0,41.903667184791885,16.340802643448114,2.2655682308111644,9.381012875488386,8.911096035390916,12.47926361626511,0.0
1762771336999837700,12051.623837646484,63.930802796036005,1.1182504699322386,180.0,41.90366649513162,16.340802643448114,2.2655682308111644,9.863704551571972,9.205786988761076,12.47926279260296,0.0
1762771346999847000,12061.623846923829,63.930802796036005,1.3174969394205722,180.0,41.90366587352742,16.340802643448114,2.2655682308111644,10.245426772175051,9.345015008816922,12.479262050220282,0.0
1762771356999824600,12071.62382470703,63.930802796036005,1.1204994225725902,180.0,41.90366701909543,16.340802643448114,2.2655682308111644,9.40679166288485,9.984238208749272,12.479263421870536,0.0
1762771366999786500,12081.623786376951,63.930802796036005,1.2809974466897562,180.0,41.90366647034301,16.340802643448114,2.2655682308111644,9.844452735375672,10.6041272382317,12.47926276640179,0.0
1762771376999738600,12091.62373852539,63.930802796036005,1.1209976715215952,180.0,41.903665688645376,16.340802643448114,2.2655682308111644,10.363130217361686,10.622969511076832,12.47926183268672,0.0
1762771426999588400,12141.623588378909,63.930802796036005,1.2814607476552689,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,11.249558478907671,12.47923879059007,0.0
1762771476999267000,12191.623267089844,63.930802796036005,1.2759012646669003,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575268,10.926913407710892,12.47923879059007,0.0
1762771526999737300,12241.623737304688,63.930802796036005,1.2295532757401149,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575272,11.142048335427097,12.47923879059007,0.0
1762771576999469800,12291.623469726565,63.930802796036005,1.2779161699172874,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575272,10.606462450523557,12.47923879059007,0.0
1762771626999191800,12341.62319189453,63.930802796036005,1.2765087216095017,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,11.74990148627885,12.47923879059007,0.0
1762771676999632400,12391.62363232422,63.930802796036005,1.1323761610083345,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,10.791678443684068,12.47923879059007,0.0
1762771726999349000,12441.623348876954,63.930802796036005,1.254722741392421,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,11.246146126970327,12.47923879059007,0.0
1762771776999806500,12491.623806396485,63.930802796036005,1.266250503592384,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,11.432882004610608,12.47923879059007,0.0
1762771826999522000,12541.623521972657,63.930802796036005,1.2748863827974934,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,11.896791186947812,12.47923879059007,0.0
1762771876999239700,12591.623239746094,63.930802796036005,1.2768465824706705,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,9.607275646882243,12.47923879059007,0.0
1762771926999654000,12641.623653808594,63.930802796036005,1.02653595939069,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575272,11.055826772197372,12.47923879059007,0.0
1762771976999360000,12691.623360107422,63.930802796036005,1.2280770747877277,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,11.281275706962196,12.47923879059007,0.0
1762772026999805000,12741.62380493164,63.930802796036005,1.2724837320561782,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,11.380885163192438,12.47923879059007,0.0
1762772076999507500,12791.62350756836,63.930802796036005,1.2753840126671072,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,11.731096200279016,12.47923879059007,0.0
1762772126999214000,12841.623214111329,63.930802796036005,1.2770267933705122,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575272,11.706179557554048,12.47923879059007,0.0
1762772176999639300,12891.623639404295,63.930802796036005,1.1185449713234863,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575272,12.26447431556268,12.47923879059007,0.0
1762772226999335700,12941.62333569336,63.930802796036005,1.2760990683927556,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,10.629817863145671,12.47923879059007,0.0
1762772276999785500,12991.62378540039,63.930802796036005,0.9129942138266668,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.245954590575272,9.74347751618562,12.47923879059007,0.0
1762772326999520800,13041.623520751951,63.930802796036005,1.0290065186943878,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,9.825611993019326,12.47923879059007,0.0
1762772376999222800,13091.62322290039,63.930802796036005,1.2780926471662255,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,10.668836651887696,12.47923879059007,0.0
1762772426999645200,13141.623645263671,63.930802796036005,1.0300099989821172,180.0,41.9036463980137,16.340802643448114,2.2655682308111644,14.24595459057527,10.44797968645651,12.47923879059007,0.0
